Geneid,TR_AG_1,TR_AG_2,TR_AG_3,TR_SH_1,TR_SH_2,TR_SH_3
Mgat5,261,316,229,161,157,167
Tmem163,0,1,0,0,1,1
Acmsd,6,5,3,6,7,9
2900009J06Rik,6,4,3,10,8,8
Ccnt2,428,656,487,480,470,465
Map3k19,4,6,9,3,4,5
Rab3gap1,1543,2369,1802,1378,1807,1356
Zranb3,376,563,414,470,388,445
R3hdm1,1703,2354,1858,1588,1554,1425
Mir128-1,0,0,0,0,0,0
Ubxn4,2784,4113,2762,2586,2928,2501
Lct,10,9,8,5,6,4
Mcm6,5740,8020,6011,5429,4584,5332
Dars,2587,3302,2754,2272,2422,2462
Cxcr4,0,1,1,0,3,0
Thsd7b,94,329,84,3,36,1
Daf2,10,12,6,4,28,1
Cd55,1109,2884,1270,498,5111,468
Zp3r,0,0,0,0,0,0
C4bp,1,0,0,2,1,0
C4bp-ps1,0,0,0,0,0,1
Pfkfb2,580,720,646,598,529,598
Yod1,93,161,119,123,94,100
AA986860,50,64,50,57,84,77
Fcamr,0,1,0,0,6,0
Pigr,0,0,0,2,1,0
Faim3,0,0,0,1,0,0
Il24,0,0,0,1,0,2
Il20,0,0,0,0,0,0
Il19,2,0,0,1,1,1
Il10,0,0,0,0,0,0
Mapkapk2,3987,3937,4381,3196,4229,3285
Dyrk3,79,55,102,110,58,113
Eif2d,993,1094,1191,948,928,1021
Rassf5,308,374,318,198,265,162
Ikbke,246,339,270,224,205,226
Srgap2,1175,2204,1434,1680,1257,1481
Fam72a,84,115,77,76,45,75
Avpr1b,0,0,0,0,0,0
Ctse,0,0,1,0,0,0
5430435G22Rik,472,856,476,256,380,305
Slc26a9,1,0,0,1,1,0
Pm20d1,0,0,0,0,0,0
Slc41a1,512,891,613,472,462,451
Rab7l1,168,60,210,128,36,158
Nucks1,4210,6467,4491,5219,3797,4910
Slc45a3,134,356,132,61,366,68
Elk4,296,611,408,420,418,341
Mfsd4,106,220,144,123,216,91
Cdk18,318,281,382,399,316,394
Lemd1,0,2,0,0,1,2
Mir135b,0,0,0,0,0,0
Klhdc8a,853,675,873,504,564,520
Nuak2,126,254,135,126,122,122
Tmcc2,288,624,300,132,347,129
Dstyk,736,1150,790,546,1022,498
Rbbp5,758,1090,804,797,624,760
Tmem81,56,66,40,29,46,31
Cntn2,0,0,1,0,7,0
Nfasc,0,0,0,0,6,1
Gm10538,0,0,0,0,0,0
Lrrn2,0,0,0,0,0,0
Mdm4,344,447,412,333,387,253
Pik3c2b,0,32,5,5,22,9
Ppp1r15b,2246,2702,2459,2091,1914,2033
Plekha6,153,376,176,581,408,468
Gm19461,2,1,1,2,0,2
Golt1a,0,0,0,0,0,0
Kiss1,0,0,0,0,0,0
Ren2,0,0,0,0,0,0
Ren1,0,0,0,0,0,0
Etnk2,1,2,1,0,10,1
Sox13,1,9,0,6,39,8
Snrpe,1283,1582,1401,1081,1248,1432
Zc3h11a,2605,4243,2970,3074,3548,3045
Zbed6,699,1418,828,958,1287,735
Lax1,0,0,2,4,5,0
Atp2b4,180,85,195,101,579,114
Mir6903,0,0,0,0,0,0
Optc,14,23,7,15,38,16
Prelp,4,559,11,27,51,33
Fmod,11,120,24,23,271,26
Btg2,1427,2450,1561,1369,1981,1484
Chit1,0,0,0,0,0,5
Chil1,0,1,0,0,1,0
Mybph,0,0,0,0,2,0
Adora1,2,0,0,0,3,0
Myog,0,0,0,0,0,0
Ppfia4,5,2,11,3,5,4
Tmem183a,2355,2455,2541,2157,1829,2351
4933406M09Rik,0,1,0,0,2,0
Cyb5r1,2025,2377,2267,1475,1373,1542
Adipor1,3399,3815,3727,2785,3461,3037
Klhl12,346,430,354,358,321,378
Rabif,608,852,648,542,681,542
4931440L10Rik,3,1,1,0,2,0
Kdm5b,632,1030,808,370,1189,313
Syt2,2,4,1,0,2,0
Ppp1r12b,199,530,234,256,286,216
Ube2t,198,256,249,184,135,262
Lgr6,108,207,105,40,133,35
Ptprv,1,4,0,6,4,4
Ptpn7,28,17,27,5,9,7
Arl8a,1742,2089,1843,1425,1985,1505
Gpr37l1,0,2,0,0,0,0
Elf3,2,3,2,2,0,2
Rnpep,344,1150,424,664,730,685
Timm17a,1380,1568,1585,1183,1265,1373
Lmod1,8,19,2,1,80,2
Shisa4,491,661,454,462,947,485
Ipo9,4898,7441,5176,4933,5561,4769
Nav1,4403,4824,5207,3460,3972,3163
Mir1231,0,0,0,0,0,0
Csrp1,7613,9617,8258,5873,10741,6403
Phlda3,1051,1661,1143,865,1009,1000
Tnni1,25,15,16,10,12,5
Lad1,16,2,14,16,0,15
Tnnt2,516,241,562,339,303,411
Pkp1,39,132,33,238,258,268
Igfn1,4,0,0,0,1,1
Tmem9,963,1365,1033,919,1362,1083
Ascl5,0,0,1,0,0,0
Cacna1s,0,2,0,0,0,0
Gm15850,6,7,2,4,0,3
Kif21b,351,867,378,282,584,225
5730559C18Rik,210,87,217,33,304,39
Gpr25,0,0,0,0,0,0
Camsap2,1334,2070,1546,1448,1541,1191
9230116N13Rik,60,42,44,40,49,37
Ddx59,263,294,333,249,297,215
Kif14,466,936,496,700,415,674
Zfp281,790,1070,965,800,899,784
Gm19705,100,132,115,67,196,95
Gm16880,19,25,35,24,23,16
Nr5a2,0,0,0,0,2,2
Mir181a-1,0,0,0,0,0,0
Mir181b-1,0,0,0,0,0,0
Ptprc,0,4,1,1,1,0
Atp6v1g3,0,0,0,5,0,0
Nek7,2634,4081,2980,2521,3561,2530
Gm5833,0,2,0,0,0,0
Lhx9,0,9,0,4,8,2
2310009B15Rik,130,204,166,62,203,125
Dennd1b,496,792,618,650,496,495
4930596I21Rik,1,2,3,5,0,0
Crb1,1,0,1,0,0,0
4933436E23Rik,0,0,0,0,0,0
Zbtb41,909,1411,1114,968,1090,867
Aspm,706,1846,735,1180,865,1073
F13b,0,0,0,0,1,0
Cfhr1,0,0,0,0,0,0
Gm4788,2,7,0,0,8,3
Cfhr2,1,3,0,0,7,0
Cfh,691,2592,773,151,1539,173
Kcnt2,207,304,193,116,201,113
4930590L20Rik,9,13,11,1,10,5
Cdc73,824,1170,909,846,942,804
B3galt2,0,0,1,0,0,0
Glrx2,388,606,458,262,473,334
Trove2,1318,1849,1496,1212,1394,1034
Uchl5,927,996,992,892,672,850
Rgs2,54,794,71,31,377,25
Rgs13,0,3,2,0,0,0
Rgs1,0,0,0,0,0,0
Rgs21,0,0,0,0,0,0
Rgs18,0,0,0,0,0,0
Brinp3,0,134,0,0,13,0
Pla2g4a,2365,2419,2680,1879,2838,1983
Mir7652,0,0,0,0,0,0
Ptgs2os,94,26,109,41,67,55
Ptgs2,7301,2777,8306,3262,3099,3043
Lincrna-cox2,2,0,3,0,0,0
Pdc,0,1,1,0,0,0
2310030A07Rik,0,0,0,1,0,0
BC003331,854,1109,972,678,937,694
Tpr,4901,8029,5281,6002,5165,5175
Prg4,162,423,174,85,145,98
Hmcn1,261,866,276,76,1912,71
C730036E19Rik,2,3,0,0,2,0
Ivns1abp,4048,3510,4336,2451,3938,2450
Swt1,212,246,183,213,195,254
Trmt1l,427,886,439,540,607,417
Mir7682,0,0,0,1,0,0
Rnf2,701,1141,767,715,776,740
Fam129a,2389,4616,2703,2744,4097,2663
Edem3,1293,1942,1567,1254,1898,1215
1700025G04Rik,2066,2008,2191,1400,2880,1479
Tsen15,369,570,372,297,362,389
Colgalt2,0,1,0,1,1,1
Rgl1,261,1006,256,201,754,213
Apobec4,0,0,0,0,0,0
Arpc5,4532,4789,5151,2971,5232,3492
Ncf2,9,10,4,2,4,3
Smg7,1487,2326,1717,1771,1292,1583
Nmnat2,296,855,324,120,287,134
Lamc2,751,1189,842,831,650,844
Lamc1,6827,13407,7701,8666,11061,7940
E330020D12Rik,0,0,0,1,0,0
Shcbp1l,0,1,0,1,0,0
Dhx9,6502,10157,7466,8092,6733,7730
Npl,0,12,0,0,9,0
Rgs8,0,2,0,0,0,0
C230024C17Rik,0,0,0,0,0,0
Rgs16,8,461,5,1,54,3
Rnasel,56,212,65,45,36,32
Rgsl1,0,0,0,0,0,0
5830403L16Rik,0,1,0,0,0,0
Gm5531,0,0,0,0,0,0
Teddm1,0,0,0,0,0,0
Mir8114,0,0,0,0,0,0
Glul,2,633,1,45,72,35
Zfp648,0,0,0,0,0,0
4930452N14Rik,0,0,0,0,0,0
4930532M18Rik,0,0,0,0,0,0
Cacna1e,0,0,0,0,0,0
Ier5,1028,1558,1115,1014,966,1157
Mr1,300,654,362,250,275,223
Stx6,656,926,800,616,847,658
Xpr1,891,1555,1050,814,1101,724
Acbd6,1005,1242,971,834,874,939
Lhx4,0,0,0,0,1,0
Qsox1,1071,2813,1260,729,2185,713
Cep350,806,1376,823,958,1005,836
Tor1aip1,2634,4881,3094,2235,1788,2234
Tor1aip2,6369,7783,7179,5323,4482,5575
Fam163a,0,0,0,0,4,2
Tdrd5,1,0,0,0,0,1
Nphs2,3,3,5,0,0,0
Soat1,3186,3349,3531,2492,2876,2412
Abl2,2013,2929,2384,2215,1833,2022
Tor3a,1254,1653,1359,515,357,554
Fam20b,1669,2537,1814,1471,1576,1418
Ralgps2,51,364,48,233,72,228
Angptl1,0,5,0,4,0,0
Tex35,0,2,0,0,0,0
Rasal2,477,737,465,430,748,363
2810025M15Rik,257,378,339,270,277,287
BC026585,1,2,0,1,1,0
Sec16b,296,578,282,227,354,195
Brinp2,0,0,0,0,0,1
Astn1,1,0,0,0,1,0
Mir488,0,0,0,0,0,0
Pappa2,22,50,30,21,20,9
Rfwd2,1740,2343,1879,1257,1963,1405
Scarna3a,0,0,0,0,0,0
Mir1843b,0,0,0,0,0,0
Tnr,28,60,20,16,63,13
4930523C07Rik,340,488,443,276,371,237
4930562F07Rik,106,166,116,82,111,73
Tnn,5,66,4,4,7,3
Mrps14,906,1015,1110,707,984,843
Cacybp,2578,3465,2989,2831,2535,3130
Rabgap1l,265,515,273,168,393,156
Gpr52,0,2,0,0,0,4
Rc3h1,1389,1867,1646,1663,1634,1462
Serpinc1,0,2,3,3,12,1
Zbtb37,78,123,65,123,89,87
Gas5,1403,1403,1352,1031,759,1202
Snord47,1,7,3,4,1,6
Dars2,469,536,480,597,470,613
Cenpl,171,336,259,217,149,250
Klhl20,600,858,591,505,558,487
Ankrd45,1,2,1,1,0,5
4930469G21Rik,0,0,0,0,0,0
Prdx6,2361,2223,2477,2251,1755,2515
Tnfsf4,1,1,4,0,2,3
Tnfsf18,13,28,11,31,6,31
Fasl,0,0,0,0,0,0
Suco,809,1082,916,952,779,826
4930558K02Rik,1,0,0,0,0,0
Pigc,288,399,334,176,274,247
Dnm3,10,17,14,18,14,21
2810442N19Rik,2,0,0,0,0,0
Dnm3os,51,163,45,61,137,72
Mir199a-2,0,0,0,0,0,0
Mir214,0,0,0,0,0,0
Mettl13,584,775,661,805,551,824
Vamp4,231,514,236,209,334,210
Myoc,0,77,0,0,2,0
7420461P10Rik,0,13,0,0,0,1
Prrc2c,5255,10322,5907,7378,6318,6291
Fmo4,3,44,4,0,19,4
Fmo1,0,73,4,8,16,18
Fmo2,1,30,6,7,16,10
Fmo6,1,5,2,1,12,3
Fmo3,2,73,4,3,37,10
Mroh9,1,0,1,0,2,0
Prrx1,3866,11564,4470,5507,4892,5048
Gorab,480,730,480,406,428,405
Mettl11b,0,0,0,0,0,0
Kifap3,1002,1679,1189,1187,1239,1179
Scyl3,486,683,557,528,564,508
BC055324,524,834,586,846,500,773
Mettl18,66,104,79,82,53,85
Sele,0,7,0,0,1,1
Sell,0,0,0,1,0,0
Selp,45,136,50,185,209,190
Gm16548,6,38,11,37,37,45
F5,0,6,0,3,3,0
Slc19a2,247,454,326,274,213,303
Ccdc181,224,277,271,255,117,233
Blzf1,406,574,433,439,542,474
Nme7,546,886,670,556,833,579
Atp1b1,5605,9142,6062,3253,12174,3401
Dpt,1798,9537,1888,262,824,319
Gm20743,0,12,2,1,4,0
Xcl1,0,0,0,0,0,0
4930568G15Rik,0,0,0,0,0,0
Tbx19,0,0,0,0,0,0
Sft2d2,1487,1743,1661,1123,1704,1178
Tiprl,772,1102,869,723,876,796
Gpr161,116,177,99,73,127,71
Dcaf6,705,1103,761,447,1165,390
Mpc2,619,662,607,425,592,506
Adcy10,0,0,0,0,0,1
Mpzl1,439,598,465,282,485,272
Rcsd1,0,0,0,0,1,0
Creg1,1222,1531,1345,1244,1566,1324
Cd247,136,195,130,159,159,163
Pou2f1,419,588,439,639,473,523
Dusp27,0,0,1,0,2,1
Gpa33,0,0,0,0,0,0
Mael,0,0,0,0,0,0
Ildr2,2996,2263,3253,2406,2828,2264
Tada1,226,224,235,232,247,198
Pogk,1,67,0,0,224,0
Gm4846,0,0,0,0,1,0
Gm4847,0,0,0,0,0,0
Fmo9,0,0,0,0,0,0
Gm16701,0,0,0,0,0,0
Fam78b,0,18,0,0,9,0
Uck2,1571,1983,1752,1715,1693,1705
Tmco1,1449,2087,1766,1416,1877,1527
Aldh9a1,1526,1998,1625,1190,1510,1293
Mgst3,244,268,232,229,222,237
Lrrc52,0,0,0,0,0,0
Rxrg,0,0,0,0,0,0
Lmx1a,0,0,0,0,0,0
Pbx1,5074,7567,5354,5994,5651,5446
Mir6348,0,0,0,0,0,0
Nuf2,769,1420,851,1018,622,994
Rgs5,0,0,0,0,0,0
Rgs4,12,10,7,46,4,23
1700084C01Rik,0,1,0,0,0,0
Hsd17b7,578,1202,601,697,827,679
3110045C21Rik,56,68,71,78,58,62
Ddr2,3678,9298,4273,4276,4399,3805
Uap1,957,1888,1098,989,1327,1076
Uhmk1,589,822,656,540,506,524
Sh2d1b2,0,0,0,0,0,0
Sh2d1b1,7,13,5,4,4,7
Gm7694,63,168,58,133,248,158
1700015E13Rik,0,4,0,0,1,0
Nos1ap,19,74,32,67,77,71
Olfml2b,5109,5605,5570,3858,12761,3771
Atf6,2708,2939,3208,2315,3225,2151
Dusp12,281,295,372,303,268,336
Fcrlb,0,0,1,0,4,0
Fcrla,0,0,0,1,0,0
Fcgr2b,3,2,2,2,2,1
Fcgr4,12,19,20,5,52,7
Fcgr3,0,0,1,0,0,3
Mir6546,0,0,0,0,0,0
1700009P17Rik,30,27,32,28,24,22
Sdhc,2337,2772,2525,2010,2741,2245
Mpz,2,2,2,3,3,1
Pcp4l1,51,1,50,6,22,9
Nr1i3,15,21,18,24,14,17
Tomm40l,718,568,692,467,665,573
Apoa2,30,19,35,31,49,41
Fcer1g,0,4,0,0,0,2
Ndufs2,3997,4646,4200,3559,4264,4118
Adamts4,200,338,214,193,396,219
B4galt3,544,435,530,399,352,424
Ppox,372,495,372,312,432,327
Usp21,529,785,542,588,575,641
Ufc1,1636,2353,1861,1520,2139,1867
Dedd,766,1141,895,728,938,816
Nit1,626,627,636,631,690,661
Pfdn2,1317,1242,1275,1140,1078,1226
Klhdc9,361,327,417,274,285,336
Pvrl4,12,5,17,2,19,2
Arhgap30,0,1,1,2,1,0
Usf1,1067,1334,1201,1262,1248,1374
Tstd1,8,11,13,10,11,13
F11r,4594,5556,5303,5456,7195,5717
Alyref2,69,107,69,29,68,54
Itln1,0,0,0,0,0,0
Cd244,0,0,0,0,0,0
Ly9,0,26,3,63,0,53
Slamf7,0,0,0,0,0,0
Cd48,0,0,0,0,0,0
Slamf1,0,0,0,0,0,0
Cd84,2,0,0,0,0,0
Slamf6,0,1,0,0,0,0
Vangl2,180,240,175,62,226,68
Nhlh1,1,2,0,1,2,0
Ncstn,2605,4668,2951,2184,3649,2365
Copa,7148,14683,7849,6946,11743,6920
Pex19,997,1430,1142,895,1175,903
Dcaf8,1930,3324,2020,1767,2657,1935
Pea15a,4615,5370,5163,3315,4815,3644
Casq1,8,18,9,8,22,5
Atp1a4,0,1,0,0,0,0
Atp1a2,22,6,18,5,5,4
Igsf8,1781,1909,1791,1174,1224,1266
Kcnj9,1,1,0,0,4,0
Kcnj10,2,1,1,0,1,0
Pigm,778,1006,770,708,653,705
Slamf9,13,10,17,1,10,6
Igsf9,57,83,73,53,67,45
Tagln2,7168,7559,8195,4481,6146,4914
Ccdc19,33,12,37,2,4,4
4933439K11Rik,8,6,11,3,4,2
Vsig8,4,10,4,0,6,3
Slamf8,3,7,2,0,5,1
Fcrl6,0,0,0,0,1,0
Dusp23,73,111,60,54,79,58
Crp,0,0,0,0,0,0
Apcs,0,0,0,0,1,0
Olfr16,0,0,0,0,0,0
Olfr1408,0,0,0,0,0,0
Olfr1406,0,0,0,0,0,0
Olfr218,0,0,0,0,0,0
Olfr1404,0,0,0,0,0,0
Fcer1a,0,0,0,0,0,0
Olfr418-ps1,0,0,0,0,0,0
Mptx2,0,0,0,0,0,0
Darc,0,0,0,0,0,0
Cadm3,0,0,0,0,0,0
Aim2,18,146,25,1,0,1
BC094916,0,0,0,0,0,0
Pydc4,0,3,0,0,0,1
Pyhin1,29,354,33,5,9,2
Pydc3,0,0,0,0,0,1
AI607873,283,1043,348,52,32,60
Ifi204,1461,2640,1614,1015,667,1126
Mndal,646,630,749,384,75,417
Mnda,1042,1271,1123,677,459,721
Ifi203,515,483,634,182,36,178
Ifi202b,0,0,0,3,3,2
Ifi205,86,259,98,56,19,50
Olfr433,0,0,0,0,1,0
Olfr432,0,0,0,0,0,0
Olfr430,0,0,0,0,0,0
Olfr429,0,0,0,0,0,0
Olfr427,0,0,0,0,0,0
Olfr426,0,0,0,0,0,0
Olfr231,0,0,0,0,0,0
Olfr424,0,0,0,0,0,0
Olfr421-ps1,0,1,0,0,0,1
Olfr420,2,5,0,2,0,0
Spta1,79,191,80,168,73,119
Olfr419,0,0,0,0,0,1
Mptx1,0,0,0,0,0,0
Olfr417,0,0,0,0,0,0
Olfr248,0,0,0,0,0,0
Olfr414,0,0,0,0,0,0
Olfr220,0,0,0,0,0,0
Fmn2,0,0,0,0,3,2
Grem2,1,0,0,0,1,0
Rgs7,0,31,0,1,0,0
Fh1,1213,1744,1260,1154,1217,1139
Kmo,0,0,1,0,1,0
Opn3,28,25,10,13,19,18
Chml,142,307,221,139,175,103
Wdr64,0,0,0,0,0,0
Exo1,506,929,519,719,455,672
Becn2,0,0,0,0,0,0
Pld5,0,0,0,0,0,0
Cep170,2508,4334,2811,2269,2568,2072
Mir350,0,0,0,0,0,0
Sdccag8,466,616,489,301,469,362
Hmga2-ps1,3,6,6,1,1,1
Akt3,1029,735,1203,174,977,207
Zbtb18,486,461,511,277,436,317
2310043L19Rik,0,0,0,0,0,1
1700016C15Rik,0,4,1,4,4,0
Adss,1630,2430,1808,1907,1510,1733
Gm16432,0,0,0,0,1,0
Desi2,850,2131,946,912,1266,864
Cox20,150,207,171,153,250,196
Hnrnpu,16203,22709,17666,20392,15012,18890
Efcab2,44,49,48,30,40,54
Kif26b,366,223,344,138,497,176
Smyd3,208,403,256,257,287,255
Tfb2m,362,430,387,342,385,390
Cnst,469,695,512,492,655,443
Sccpdh,322,593,292,249,360,360
Ahctf1,2219,3357,2419,2683,1920,2579
Cdc42bpa,3628,4714,4170,3726,5428,3424
Adck3,72,107,71,90,155,75
Psen2,203,342,229,199,206,233
Gm5069,11,15,3,9,9,3
Itpkb,205,464,201,158,240,149
6330403A02Rik,0,3,0,0,0,1
Parp1,2794,4341,3010,3002,2466,3170
Mir6904,0,0,0,0,0,0
Lin9,372,483,511,463,244,422
Mixl1,0,0,0,0,0,0
Acbd3,1387,2209,1547,1293,1818,1306
H3f3a,5041,8425,5679,5273,7812,5904
Sde2,1079,1474,1128,1181,992,1189
Lefty2,5,0,3,1,2,0
Pycr2,1092,1351,1239,1145,1259,1233
Lefty1,192,227,226,133,224,197
Tmem63a,2195,3133,2444,1855,3128,1742
Ephx1,1255,1488,1408,904,1102,847
9130409I23Rik,0,0,0,0,1,0
Nvl,909,1198,1033,1171,912,1062
Cnih4,1073,1345,1287,835,1077,1001
Wdr26,3635,5048,3948,3518,4208,3176
Cnih3,2,2,4,0,0,0
Ccdc121,0,5,0,1,0,4
Lbr,1359,1978,1376,1382,1017,1377
Enah,1131,2211,1232,1402,1807,1229
Srp9,1506,2032,1392,1255,1504,1287
Vmn1r1,0,0,0,0,0,0
Degs1,3539,4592,3931,2500,4004,2517
1700047M11Rik,0,0,0,0,0,0
Fbxo28,1319,1627,1306,1144,1146,1164
Trp53bp2,801,1343,897,910,1040,1061
Capn2,6900,10284,7537,6811,8072,6932
Capn8,0,0,0,0,0,0
4922505E12Rik,0,0,0,0,0,0
Susd4,0,0,2,2,4,0
Tlr5,130,51,135,247,16,205
Disp1,881,1446,973,1084,1061,1014
Brox,1365,2056,1579,1282,1440,1292
Aida,1631,2235,1906,1363,1244,1331
Mia3,2297,5262,2593,2368,4024,2204
Taf1a,139,206,192,176,169,218
Hhipl2,0,4,2,1,1,1
1700056E22Rik,24,24,18,30,22,21
Dusp10,133,510,149,372,140,357
1700112H15Rik,0,1,0,0,0,3
4930488B22Rik,0,0,0,0,0,0
Hlx,49,171,79,63,113,71
Marc1,0,0,1,0,3,0
Marc2,532,1040,591,555,627,555
Mir1981,0,0,0,0,0,0
C130074G19Rik,0,0,2,0,0,0
Mark1,1,87,0,0,89,0
Rab3gap2,2526,3406,2922,2559,2883,2532
Snora36b,0,0,0,0,0,0
Mir664,0,0,0,0,0,1
Iars2,1755,2530,1883,1775,2229,1684
Mir194-1,0,5,3,3,0,0
Mir215,2,8,8,1,5,0
Bpnt1,1128,1469,1335,1020,1124,1103
Eprs,6227,10319,7036,7011,7364,6381
9630028B13Rik,1,0,5,0,1,1
Gm2061,0,0,0,0,0,0
Slc30a10,0,0,0,0,1,3
5033404E19Rik,0,0,0,0,0,0
Mir297c,0,0,0,0,0,0
Lyplal1,242,404,281,270,416,312
Tgfb2,517,1364,538,978,894,817
Rrp15,722,893,800,770,589,935
D1Pas1,0,0,0,0,0,0
Spata17,1,7,2,0,3,0
1700007P06Rik,1,0,1,0,0,0
Gpatch2,272,438,343,296,302,279
Esrrg,0,1,0,0,1,0
9330162B11Rik,0,0,0,0,0,0
Ush2a,0,0,0,0,1,0
Kctd3,958,917,991,626,700,693
Kcnk2,68,64,72,8,34,12
Cenpf,877,2223,934,2003,1071,1601
Ptpn14,2515,3578,2780,2986,2676,2806
Smyd2,1220,1843,1317,1100,1291,1188
Prox1,0,2,0,0,2,1
Rps6kc1,540,798,566,501,671,506
Angel2,763,1041,916,725,972,741
Vash2,192,408,192,292,371,275
Mfsd7b,386,517,433,387,395,432
A230020J21Rik,95,128,127,114,115,113
1700022P22Rik,1,1,1,5,4,2
Tatdn3,102,118,112,98,132,115
Nsl1,237,415,297,293,193,289
Batf3,51,49,67,31,59,43
Fam71a,1,0,0,0,0,0
Atf3,914,1269,1118,1308,617,1524
Nenf,612,1042,623,387,963,518
Tmem206,787,1261,936,1019,1186,1004
Ppp2r5a,1654,2783,1781,2340,2622,2330
Dtl,1071,1700,1278,1325,878,1399
Ints7,1243,1696,1192,1178,1196,1115
Lpgat1,1600,2519,1720,1087,2067,1053
Nek2,858,1539,981,1413,801,1453
1700034H15Rik,86,89,68,49,53,71
Slc30a1,424,450,467,383,279,439
Rd3,2,1,2,1,0,1
Traf5,117,239,135,89,197,103
Mir3473c,0,0,0,0,0,0
Rcor3,296,540,348,271,514,284
Gm10516,51,88,59,34,81,46
Kcnh1,0,6,0,3,2,0
Hhat,65,163,51,27,125,26
1700065J18Rik,1,1,0,0,0,0
Sertad4,894,2073,927,831,1306,908
Syt14,0,1,0,0,0,0
Diexf,379,571,450,445,274,444
Irf6,0,1,0,0,10,1
A130010J15Rik,92,178,121,91,127,124
Traf3ip3,16,37,15,12,23,24
Hsd11b1,0,7,1,0,14,0
G0s2,0,2,4,0,4,1
Lamb3,34,40,38,73,211,60
Camk1g,0,0,0,0,0,0
Mir205,0,0,0,0,0,0
4930503O07Rik,0,0,0,0,0,0
Plxna2,551,803,648,420,635,403
Cd34,10179,22695,11032,9283,11523,9677
Gm16897,1466,3462,1635,1349,1532,1482
A330023F24Rik,1,3,3,3,6,3
Mir29b-2,0,0,0,0,0,0
Mir29c,0,0,0,0,0,0
Cd46,1,6,2,0,0,4
Cr1l,774,1286,921,756,743,711
Cr2,3,7,5,2,3,1
Fam171a1,661,1589,711,832,845,793
Nmt2,1839,4326,2192,2179,1977,1873
Rpp38,121,291,158,239,180,265
Acbd7,1,2,8,1,0,3
Olah,0,0,0,0,0,0
Meig1,0,1,1,0,8,3
Dclre1c,181,392,178,314,272,219
Suv39h2,196,490,275,349,243,357
Hspa14,1565,3234,1860,2300,2076,2580
Cdnf,23,51,36,34,62,40
Mir466b-2,0,0,0,0,0,0
Mir466b-3,0,0,0,0,0,0
Fam107b,1748,3672,1959,4888,2764,5073
1700080N15Rik,0,0,0,0,0,0
Frmd4a,743,2166,854,812,1084,761
Prpf18,737,1625,789,1069,1201,1122
Bend7,0,0,0,1,1,0
Sephs1,1088,2404,1329,1567,1940,1617
Phyh,272,441,256,415,672,473
Ucma,4,0,9,1,0,0
Mcm10,1137,1670,1262,1701,906,1739
Optn,1453,1148,1633,1533,1936,1558
Ccdc3,9,118,23,4,69,2
Camk1d,214,752,252,525,313,412
Mir466d,0,0,0,0,0,0
Cdc123,1575,3063,1767,1959,2410,2066
Nudt5,646,1415,795,1053,1165,1109
Sec61a2,554,1084,635,689,888,735
Dhtkd1,36,101,58,36,64,49
Upf2,764,1336,776,1024,861,976
Proser2,21,32,32,103,8,96
Gm10857,0,0,0,0,2,0
Echdc3,191,341,167,212,355,254
A230108P19Rik,1,1,2,0,3,0
Usp6nl,841,1624,925,1077,1258,1090
Celf2,1478,4944,1789,2490,2452,2157
5031426D15Rik,3,10,4,6,4,6
1700061F12Rik,0,0,0,0,0,0
Gata3,172,423,187,393,214,477
4930412O13Rik,0,0,1,4,0,4
9230102O04Rik,0,0,1,1,0,3
Taf3,452,915,469,829,679,744
Atp5c1,3401,6904,3774,4359,5747,4833
Kin,263,565,268,350,417,368
Itih2,453,420,513,158,128,175
Itih5,2,3,3,7,3,2
Sfmbt2,60,136,75,61,71,37
Mir297a-4,0,0,0,0,0,0
Mir297a-3,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0
Mir669k,0,0,0,0,0,0
Mir669g,0,0,0,0,0,0
Mir669j,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0
Mir467b,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
